"polygon" "year" "index" "mean_annual" "mean_climatology" "sd_climatology" "anomaly" "standardized_anomaly"
"CLS" 1997 "Calanus finmarchicus" 8274.362222 18643.4233162941 9574.18493440233 -10369.0610942941 -1.0830228541999
"CLS" 1998 "Calanus finmarchicus" 17679.98 18643.4233162941 9574.18493440233 -963.443316294117 -0.100629277885811
"CLS" 1999 "Calanus finmarchicus" 45764.05833 18643.4233162941 9574.18493440233 27120.6350137059 2.83268342940139
"CLS" 2000 "Calanus finmarchicus" 21023.38923 18643.4233162941 9574.18493440233 2379.96591370588 0.248581569085228
"CLS" 2001 "Calanus finmarchicus" 19748.22769 18643.4233162941 9574.18493440233 1104.80437370588 0.115394091640747
"CLS" 2002 "Calanus finmarchicus" 44411.74429 18643.4233162941 9574.18493440233 25768.3209737059 2.69143756364202
"CLS" 2003 "Calanus finmarchicus" 49890.36923 18643.4233162941 9574.18493440233 31246.9459137059 3.2636664246403
"CLS" 2004 "Calanus finmarchicus" 19227.515 18643.4233162941 9574.18493440233 584.091683705883 0.0610069355989879
"CLS" 2005 "Calanus finmarchicus" 17655.98923 18643.4233162941 9574.18493440233 -987.434086294117 -0.103135054634889
"CLS" 2006 "Calanus finmarchicus" 14596.12308 18643.4233162941 9574.18493440233 -4047.30023629412 -0.422730526308428
"CLS" 2007 "Calanus finmarchicus" 43659.54923 18643.4233162941 9574.18493440233 25016.1259137059 2.61287264504543
"CLS" 2008 "Calanus finmarchicus" 13974.09057 18643.4233162941 9574.18493440233 -4669.33274629412 -0.487700287626166
"CLS" 2009 "Calanus finmarchicus" 16381.62332 18643.4233162941 9574.18493440233 -2261.79999629412 -0.23623943048843
"CLS" 2010 "Calanus finmarchicus" 10425.70266 18643.4233162941 9574.18493440233 -8217.72065629412 -0.858320652107511
"CLS" 2011 "Calanus finmarchicus" 23335.42315 18643.4233162941 9574.18493440233 4691.99983370588 0.490067808993997
"CLS" 2012 "Calanus finmarchicus" 19340.04875 18643.4233162941 9574.18493440233 696.625433705885 0.0727608082023509
"CLS" 2013 "Calanus finmarchicus" 24800.31026 18643.4233162941 9574.18493440233 6156.88694370588 0.643071654233743
"CLS" 2014 "Calanus finmarchicus" 7318.710086 18643.4233162941 9574.18493440233 -11324.7132302941 -1.1828383625223
"CLS" 2015 "Calanus finmarchicus" 6851.21551 18643.4233162941 9574.18493440233 -11792.2078062941 -1.23166701782853
"CLS" 2016 "Calanus finmarchicus" 7066.803881 18643.4233162941 9574.18493440233 -11576.6194352941 -1.20914934426392
"CLS" 2017 "Calanus finmarchicus" NA 18643.4233162941 9574.18493440233 NA NA
"CLS" 2018 "Calanus finmarchicus" 34671.47473 18643.4233162941 9574.18493440233 16028.0514137059 1.67409043417506
"CLS" 2019 "Calanus finmarchicus" 16862 18643.4233162941 9574.18493440233 -1781.42331629412 -0.186065271195362
"CLS" 2020 "Calanus finmarchicus" NA 18643.4233162941 9574.18493440233 NA NA
"CLS" 2021 "Calanus finmarchicus" NA 18643.4233162941 9574.18493440233 NA NA
"CLS" 2022 "Calanus finmarchicus" 26078.18711 18643.4233162941 9574.18493440233 7434.76379370588 0.776542739109938
"CLS" 2023 "Calanus finmarchicus" 7359.548 18643.4233162941 9574.18493440233 -11283.8753162941 -1.17857294313884
"CLS" 1997 "Calanus glacialis" 38.42 251.422369715294 223.167206323047 -213.002369715294 -0.954451925194429
"CLS" 1998 "Calanus glacialis" 45.2 251.422369715294 223.167206323047 -206.222369715294 -0.924071117405916
"CLS" 1999 "Calanus glacialis" 452 251.422369715294 223.167206323047 200.577630284706 0.898777349904891
"CLS" 2000 "Calanus glacialis" 79.1 251.422369715294 223.167206323047 -172.322369715294 -0.772167078463348
"CLS" 2001 "Calanus glacialis" 186.676 251.422369715294 223.167206323047 -64.7463697152941 -0.290124928218935
"CLS" 2002 "Calanus glacialis" 45.2 251.422369715294 223.167206323047 -206.222369715294 -0.924071117405916
"CLS" 2003 "Calanus glacialis" NA 251.422369715294 223.167206323047 NA NA
"CLS" 2004 "Calanus glacialis" 36.91333333 251.422369715294 223.167206323047 -214.509036385294 -0.961203215829035
"CLS" 2005 "Calanus glacialis" 106.8059259 251.422369715294 223.167206323047 -144.616443815294 -0.648018345517818
"CLS" 2006 "Calanus glacialis" 109.3492308 251.422369715294 223.167206323047 -142.073138915294 -0.636621935884413
"CLS" 2007 "Calanus glacialis" 223.175 251.422369715294 223.167206323047 -28.2473697152941 -0.126574912957437
"CLS" 2008 "Calanus glacialis" 495.035535 251.422369715294 223.167206323047 243.613165284706 1.09161721965575
"CLS" 2009 "Calanus glacialis" 910.6383342 251.422369715294 223.167206323047 659.215964484706 2.95391054692173
"CLS" 2010 "Calanus glacialis" 255.1483508 251.422369715294 223.167206323047 3.72598108470589 0.0166959166899833
"CLS" 2011 "Calanus glacialis" 350.445518 251.422369715294 223.167206323047 99.0231482847059 0.443717291246477
"CLS" 2012 "Calanus glacialis" 142.9710217 251.422369715294 223.167206323047 -108.451348015294 -0.485964536645698
"CLS" 2013 "Calanus glacialis" 415.0965076 251.422369715294 223.167206323047 163.674137884706 0.733414826404999
"CLS" 2014 "Calanus glacialis" 54.15537632 251.422369715294 223.167206323047 -197.266993395294 -0.883942567752269
"CLS" 2015 "Calanus glacialis" 129.937385 251.422369715294 223.167206323047 -121.484984715294 -0.544367547171953
"CLS" 2016 "Calanus glacialis" 35.10343691 251.422369715294 223.167206323047 -216.318932805294 -0.969313262326548
"CLS" 2017 "Calanus glacialis" NA 251.422369715294 223.167206323047 NA NA
"CLS" 2018 "Calanus glacialis" 412.5639063 251.422369715294 223.167206323047 161.141536584706 0.722066379015584
"CLS" 2019 "Calanus glacialis" 331.0654233 251.422369715294 223.167206323047 79.6430535847059 0.356876150832924
"CLS" 2020 "Calanus glacialis" 241 251.422369715294 223.167206323047 -10.4223697152941 -0.046702066522297
"CLS" 2021 "Calanus glacialis" NA 251.422369715294 223.167206323047 NA NA
"CLS" 2022 "Calanus glacialis" 86.97850474 251.422369715294 223.167206323047 -164.443864975294 -0.736863931241102
"CLS" 2023 "Calanus glacialis" 7.377168 251.422369715294 223.167206323047 -244.045201715294 -1.09355315118309
"CLS" 1997 "Calanus hyperboreus" 729.7288889 1326.24761220588 802.237798269006 -596.518723305882 -0.74356845886967
"CLS" 1998 "Calanus hyperboreus" 325.1888889 1326.24761220588 802.237798269006 -1001.05872330588 -1.24783290623537
"CLS" 1999 "Calanus hyperboreus" 436.9333333 1326.24761220588 802.237798269006 -889.314278905882 -1.10854198197188
"CLS" 2000 "Calanus hyperboreus" 1345.221538 1326.24761220588 802.237798269006 18.9739257941176 0.02365124883801
"CLS" 2001 "Calanus hyperboreus" 1016.304615 1326.24761220588 802.237798269006 -309.942997205882 -0.386348035301563
"CLS" 2002 "Calanus hyperboreus" 90.4 1326.24761220588 802.237798269006 -1235.84761220588 -1.54050035397544
"CLS" 2003 "Calanus hyperboreus" 60.26666667 1326.24761220588 802.237798269006 -1265.98094553588 -1.57806195154043
"CLS" 2004 "Calanus hyperboreus" 1569.758333 1326.24761220588 802.237798269006 243.510720794118 0.303539326269022
"CLS" 2005 "Calanus hyperboreus" 1305.758462 1326.24761220588 802.237798269006 -20.4891502058824 -0.02553999605864
"CLS" 2006 "Calanus hyperboreus" 1093.318462 1326.24761220588 802.237798269006 -232.929150205882 -0.290349258921077
"CLS" 2007 "Calanus hyperboreus" 2964.076923 1326.24761220588 802.237798269006 1637.82931079412 2.04157584487801
"CLS" 2008 "Calanus hyperboreus" 887.364531 1326.24761220588 802.237798269006 -438.883081205882 -0.547073551199985
"CLS" 2009 "Calanus hyperboreus" 1294.859225 1326.24761220588 802.237798269006 -31.3883872058825 -0.0391260387800343
"CLS" 2010 "Calanus hyperboreus" 648.0436115 1326.24761220588 802.237798269006 -678.204000705882 -0.845390234877049
"CLS" 2011 "Calanus hyperboreus" 1108.175618 1326.24761220588 802.237798269006 -218.071994205882 -0.271829617946721
"CLS" 2012 "Calanus hyperboreus" 587.9929605 1326.24761220588 802.237798269006 -738.254651705882 -0.920244163636791
"CLS" 2013 "Calanus hyperboreus" 2328.831688 1326.24761220588 802.237798269006 1002.58407579412 1.24973427823695
"CLS" 2014 "Calanus hyperboreus" 577.9076013 1326.24761220588 802.237798269006 -748.340010905882 -0.932815696942453
"CLS" 2015 "Calanus hyperboreus" 885.5704598 1326.24761220588 802.237798269006 -440.677152405882 -0.549309884621161
"CLS" 2016 "Calanus hyperboreus" 1227.260953 1326.24761220588 802.237798269006 -98.9866592058825 -0.123388176697067
"CLS" 2017 "Calanus hyperboreus" NA 1326.24761220588 802.237798269006 NA NA
"CLS" 2018 "Calanus hyperboreus" 3237.525682 1326.24761220588 802.237798269006 1911.27806979412 2.38243333076314
"CLS" 2019 "Calanus hyperboreus" 468.2387444 1326.24761220588 802.237798269006 -858.008867805882 -1.06951937400259
"CLS" 2020 "Calanus hyperboreus" NA 1326.24761220588 802.237798269006 NA NA
"CLS" 2021 "Calanus hyperboreus" NA 1326.24761220588 802.237798269006 NA NA
"CLS" 2022 "Calanus hyperboreus" 1635.765266 1326.24761220588 802.237798269006 309.517653794118 0.385817839126959
"CLS" 2023 "Calanus hyperboreus" 490.5932 1326.24761220588 802.237798269006 -835.654412205882 -1.04165425015996
"CLS" 1997 "Pseudocalanus" 220.7266667 182.908226794706 93.3935239643204 37.8184399052941 0.40493642706685
"CLS" 1998 "Pseudocalanus" 82.49 182.908226794706 93.3935239643204 -100.418226794706 -1.0752161663058
"CLS" 1999 "Pseudocalanus" 51.65714286 182.908226794706 93.3935239643204 -131.251083934706 -1.40535530049009
"CLS" 2000 "Pseudocalanus" 81.36 182.908226794706 93.3935239643204 -101.548226794706 -1.08731550630321
"CLS" 2001 "Pseudocalanus" 110.74 182.908226794706 93.3935239643204 -72.1682267947059 -0.772732666370707
"CLS" 2002 "Pseudocalanus" 161.364 182.908226794706 93.3935239643204 -21.5442267947059 -0.230682234487013
"CLS" 2003 "Pseudocalanus" 0 182.908226794706 93.3935239643204 -182.908226794706 -1.95846798611629
"CLS" 2004 "Pseudocalanus" 98.31 182.908226794706 93.3935239643204 -84.5982267947059 -0.90582540634215
